Tỉnh/Thành Phố	Mã Tỉnh/Thành phố	Huyện 	Mã Quận/Huyện	Phường/Xã	Mã Phường/Xã
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014323	Xã Hoằng Lương
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014369	Xã Hoằng Đại
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014337	Xã Hoằng Long
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014393	Xã Hoằng Trường
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014343	Xã Hoằng Phúc
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014395	Xã Hoằng Anh
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014355	Xã Hoằng Thắng
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014339	Xã Hoằng Quang
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014307	Xã Hoằng Khánh
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014301	Thị trấn Bút Sơn
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014363	Xã Hoằng Thành
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014338	Phường Tào Xuyên
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014309	Xã Hoằng Phượng
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014387	Xã Hoằng Đông
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014347	Xã Hoằng Hà
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014357	Xã Hoằng Đồng
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014371	Xã Hoằng Phong
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014381	Xã Hoằng Tiến
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014373	Xã Hoằng Lưu
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014391	Xã Hoằng Phụ
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014325	Xã Hoằng Xuyên
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014327	Xã Hoằng Cát
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014305	Xã Hoằng Xuân
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014335	Xã Hoằng Hợp
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014377	Xã Hoằng Tân
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014317	Xã Hoằng Trung
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014315	Xã Hoằng Kim
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014375	Xã Hoằng Châu
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014379	Xã Hoằng Yến
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014313	Xã Hoằng Quỳ
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014389	Xã Hoằng Thanh
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014353	Xã Hoằng Đạo
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014321	Xã Hoằng Sơn
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014333	Xã Hoằng Quý
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014385	Xã Hoằng Ngọc
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014349	Xã Hoằng Đạt
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014367	Xã Hoằng Trạch
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014345	Xã Hoằng Đức
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014311	Xã Hoằng Phú
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014303	Xã Hoằng Giang
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014383	Xã Hoằng Hải
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014365	Xã Hoằng Lộc
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014319	Xã Hoằng Trinh
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014361	Xã Hoằng Thịnh
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014359	Xã Hoằng Thái
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014341	Xã Hoằng Minh
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014329	Xã Hoằng Khê
Thanh Hóa	401	Huyện Hoằng Hóa	40143	4014351	Xã Hoằng Vinh
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015349	Phường Hải Hòa
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015345	Phường Hải Lĩnh
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015321	Phường Nguyên Bình
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015307	Xã Triêu Dương
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015301	Phường Hải Hoà
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015315	Xã Hùng Sơn
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015357	Phường Tĩnh Hải
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015355	Phường Hải Bình
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015337	Phường Hải Châu
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015305	Xã Thanh Thủy
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015365	Xã Hải Hà
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015317	Xã Định Hải
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015311	Xã Các Sơn
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015343	Phường Tân Dân
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015327	Xã Phú Sơn
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015319	Xã Hải Nhân
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015325	Xã Phú Lâm
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015333	Xã Tân Trường
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015303	Xã Thanh Sơn
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015347	Phường Ninh Hải
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015335	Xã Trường Lâm
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015363	Xã Nghi Sơn
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015313	Xã Anh Sơn
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015341	Phường Hải An
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015351	Phường Bình Minh
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015329	Phường Trúc Lâm
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015339	Phường Hải Ninh
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015367	Xã Hải Thượng
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015361	Phường Mai Lâm
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015359	Xã Hải Yến
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015309	Xã Ngọc Lĩnh
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015323	Phường Xuân Lâm
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015331	Xã Tùng Lâm
Thanh Hóa	401	Thị xã Nghi Sơn	40153	4015353	Phường Hải Thanh
Thanh Hóa	401	Huyện Như Xuân	40125	4012511	Xã Yên Lễ
Thanh Hóa	401	Huyện Như Xuân	40125	4012524	Xã Thanh Hòa
Thanh Hóa	401	Huyện Như Xuân	40125	4012517	Xã Tân Bình
Thanh Hóa	401	Huyện Như Xuân	40125	4012509	Xã Xuân Quỳ
Thanh Hóa	401	Huyện Như Xuân	40125	4012527	Xã Thanh Lâm
Thanh Hóa	401	Huyện Như Xuân	40125	4012507	Xã Hóa Quỳ
Thanh Hóa	401	Huyện Như Xuân	40125	4012508	Xã Bãi Trành
Thanh Hóa	401	Huyện Như Xuân	40125	4012513	Xã Cát Vân
Thanh Hóa	401	Huyện Như Xuân	40125	4012521	Xã Thanh Quân
Thanh Hóa	401	Huyện Như Xuân	40125	4012519	Xã Bình Lương
Thanh Hóa	401	Huyện Như Xuân	40125	4012531	Xã Thượng Ninh
Thanh Hóa	401	Huyện Như Xuân	40125	4012523	Xã Thanh Xuân
Thanh Hóa	401	Huyện Như Xuân	40125	4012505	Xã Xuân Bình
Thanh Hóa	401	Huyện Như Xuân	40125	4012525	Xã Thanh Phong
Thanh Hóa	401	Huyện Như Xuân	40125	4012501	Thị trấn Yên Cát
Thanh Hóa	401	Huyện Như Xuân	40125	4012506	Xã Xuân Hòa
Thanh Hóa	401	Huyện Như Xuân	40125	4012529	Xã Thanh Sơn
Thanh Hóa	401	Huyện Như Xuân	40125	4012515	Xã Cát Tân
Thanh Hóa	401	Huyện Như Thanh	40127	4012713	Xã Phúc Đường
Thanh Hóa	401	Huyện Như Thanh	40127	4012731	Xã Hải Vân
Thanh Hóa	401	Huyện Như Thanh	40127	4012725	Xã Phượng Nghi
Thanh Hóa	401	Huyện Như Thanh	40127	4012715	Xã Xuân Thọ
Thanh Hóa	401	Huyện Như Thanh	40127	4012702	Thị trấn Bến Sung
Thanh Hóa	401	Huyện Như Thanh	40127	4012711	Xã Xuân Phúc
Thanh Hóa	401	Huyện Như Thanh	40127	4012729	Xã Cán Khê
Thanh Hóa	401	Huyện Như Thanh	40127	4012717	Xã Xuân Khang
Thanh Hóa	401	Huyện Như Thanh	40127	4012701	Xã Thanh Kỳ
Thanh Hóa	401	Huyện Như Thanh	40127	4012707	Xã Yên Lạc
Thanh Hóa	401	Huyện Như Thanh	40127	4012705	Xã Xuân Thái
Thanh Hóa	401	Huyện Như Thanh	40127	4012719	Xã Hải Long
Thanh Hóa	401	Huyện Như Thanh	40127	4012709	Xã Yên Thọ
Thanh Hóa	401	Huyện Như Thanh	40127	4012703	Xã Thanh Tân
Thanh Hóa	401	Huyện Như Thanh	40127	4012723	Xã Mậu Lâm
Thanh Hóa	401	Huyện Như Thanh	40127	4012727	Xã Xuân Du
Thanh Hóa	401	Huyện Như Thanh	40127	4012721	Xã Phú Nhuận
Thanh Hóa	401	Huyện Nga Sơn	40133	4013313	Xã Nga Lĩnh
Thanh Hóa	401	Huyện Nga Sơn	40133	4013347	Xã Nga Thái
Thanh Hóa	401	Huyện Nga Sơn	40133	4013315	Xã Nga Nhân
Thanh Hóa	401	Huyện Nga Sơn	40133	4013305	Xã Nga Vịnh
Thanh Hóa	401	Huyện Nga Sơn	40133	4013351	Xã Nga Thắng
Thanh Hóa	401	Huyện Nga Sơn	40133	4013325	Xã Nga Mỹ
Thanh Hóa	401	Huyện Nga Sơn	40133	4013343	Xã Nga Thủy
Thanh Hóa	401	Huyện Nga Sơn	40133	4013333	Xã Nga Thành
Thanh Hóa	401	Huyện Nga Sơn	40133	4013337	Xã Nga Phú
Thanh Hóa	401	Huyện Nga Sơn	40133	4013327	Xã Nga Yên
Thanh Hóa	401	Huyện Nga Sơn	40133	4013349	Xã Nga Thạch
Thanh Hóa	401	Huyện Nga Sơn	40133	4013329	Xã Nga Giáp
Thanh Hóa	401	Huyện Nga Sơn	40133	4013311	Xã Nga Tiến
Thanh Hóa	401	Huyện Nga Sơn	40133	4013301	Thị trấn Nga Sơn
Thanh Hóa	401	Huyện Nga Sơn	40133	4013309	Xã Nga Thiện
Thanh Hóa	401	Huyện Nga Sơn	40133	4013345	Xã Nga Liên
Thanh Hóa	401	Huyện Nga Sơn	40133	4013317	Xã Nga Trung
Thanh Hóa	401	Huyện Nga Sơn	40133	4013341	Xã Nga Tân
Thanh Hóa	401	Huyện Nga Sơn	40133	4013331	Xã Nga Hải
Thanh Hóa	401	Huyện Nga Sơn	40133	4013353	Xã Nga Trường
Thanh Hóa	401	Huyện Nga Sơn	40133	4013321	Xã Nga Thanh
Thanh Hóa	401	Huyện Nga Sơn	40133	4013339	Xã Nga Điền
Thanh Hóa	401	Huyện Nga Sơn	40133	4013335	Xã Nga An
Thanh Hóa	401	Huyện Nga Sơn	40133	4013354	Xã Nga Phượng
Thanh Hóa	401	Huyện Nga Sơn	40133	4013303	Xã Ba Đình
Thanh Hóa	401	Huyện Nga Sơn	40133	4013307	Xã Nga Văn
Thanh Hóa	401	Huyện Nga Sơn	40133	4013319	Xã Nga Bạch
Thanh Hóa	401	Huyện Nga Sơn	40133	4013323	Xã Nga Hưng
Thanh Hóa	401	Thị xã Bỉm Sơn	40103	4010311	Xã Hà Lan
Thanh Hóa	401	Thị xã Bỉm Sơn	40103	4010301	Phường Bắc Sơn
Thanh Hóa	401	Thị xã Bỉm Sơn	40103	4010309	Xã Quang Trung
Thanh Hóa	401	Thị xã Bỉm Sơn	40103	4010307	Phường Lam Sơn
Thanh Hóa	401	Thị xã Bỉm Sơn	40103	4010303	Phường Ngọc Trạo
Thanh Hóa	401	Thị xã Bỉm Sơn	40103	4010308	Phường Đông Sơn
Thanh Hóa	401	Thị xã Bỉm Sơn	40103	4010305	Phường Ba Đình
Thanh Hóa	401	Thị xã Bỉm Sơn	40103	4010312	Phường Phú Sơn
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011527	Xã Cẩm Phong
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011538	Xã Phúc Do
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011501	Thị trấn Cẩm Thủy
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011505	Xã Cẩm Thành
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011509	Xã Cẩm Lương
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011515	Xã Cẩm Giang
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011572	Xã Cẩm Tân
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011573	Thị trấn Phong Sơn
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011519	Xã Cẩm Tú
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011513	Xã Cẩm Liên
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011523	Xã Cẩm Châu
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011511	Xã Cẩm Thạch
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011531	Xã Cẩm Long
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011539	Xã Cẩm Vân
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011529	Xã Cẩm Ngọc
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011521	Xã Cẩm Sơn
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011537	Xã Cẩm Phú
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011525	Xã Cẩm Tâm
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011517	Xã Cẩm Bình
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011533	Xã Cẩm Yên
Thanh Hóa	401	Huyện Cẩm Thủy	40115	4011507	Xã Cẩm Quý
Thanh Hóa	401	Huyện Mường Lát	40107	4010703	Xã Tén Tằn
Thanh Hóa	401	Huyện Mường Lát	40107	4010704	Xã Nhi Sơn
Thanh Hóa	401	Huyện Mường Lát	40107	4010701	Xã Trung Lý
Thanh Hóa	401	Huyện Mường Lát	40107	4010705	Thị trấn Mường Lát
Thanh Hóa	401	Huyện Mường Lát	40107	4010702	Xã Mường Lý
Thanh Hóa	401	Huyện Mường Lát	40107	4010706	Xã Tam Chung
Thanh Hóa	401	Huyện Mường Lát	40107	4010707	Xã Pù Nhi
Thanh Hóa	401	Huyện Mường Lát	40107	4010709	Xã Quang Chiểu
Thanh Hóa	401	Huyện Mường Lát	40107	4010711	Xã Mường Chanh
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012117	Xã Ngọc Khê
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012145	Xã Minh Sơn
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012107	Xã Mỹ Tân
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012133	Xã Phùng Giáo
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012119	Xã Quang Trung
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012127	Xã Lộc Thịnh
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012125	Xã Ngọc Sơn
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012137	Xã Phúc Thịnh
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012101	Thị trấn Ngọc Lặc
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012111	Xã Thạch Lập
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012129	Xã Cao Thịnh
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012144	Xã Lam Sơn
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012141	Xã Kiên Thọ
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012121	Xã Đồng Thịnh
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012139	Xã Nguyệt Ấn
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012115	Xã Cao Ngọc
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012143	Xã Minh Tiến
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012109	Xã Thúy Sơn
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012135	Xã Phùng Minh
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012131	Xã Ngọc Trung
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012113	Xã Vân Âm
Thanh Hóa	401	Huyện Ngọc Lặc	40121	4012123	Xã Ngọc Liên
Thanh Hóa	401	Huyện Quan Hóa	40109	4010901	Thị trấn Hồi Xuân
Thanh Hóa	401	Huyện Quan Hóa	40109	4010935	Xã Xuân Phú
Thanh Hóa	401	Huyện Quan Hóa	40109	4010911	Xã Phú Nghiêm
Thanh Hóa	401	Huyện Quan Hóa	40109	4010905	Xã Nam Động
Thanh Hóa	401	Huyện Quan Hóa	40109	4010923	Xã Phú Xuân
Thanh Hóa	401	Huyện Quan Hóa	40109	4010917	Xã Hồi Xuân
Thanh Hóa	401	Huyện Quan Hóa	40109	4010903	Xã Thiên Phủ
Thanh Hóa	401	Huyện Quan Hóa	40109	4010919	Xã Phú Sơn
Thanh Hóa	401	Huyện Quan Hóa	40109	4010913	Xã Nam Tiến
Thanh Hóa	401	Huyện Quan Hóa	40109	4010927	Xã Trung Thành
Thanh Hóa	401	Huyện Quan Hóa	40109	4010921	Xã Phú Thanh
Thanh Hóa	401	Huyện Quan Hóa	40109	4010925	Xã Thành Sơn
Thanh Hóa	401	Huyện Quan Hóa	40109	4010907	Xã Hiền Chung
Thanh Hóa	401	Huyện Quan Hóa	40109	4010929	Xã Thanh Xuân
Thanh Hóa	401	Huyện Quan Hóa	40109	4010933	Xã Nam Xuân
Thanh Hóa	401	Huyện Quan Hóa	40109	4010915	Xã Phú Lệ
Thanh Hóa	401	Huyện Quan Hóa	40109	4010909	Xã Hiền Kiệt
Thanh Hóa	401	Huyện Quan Hóa	40109	4010931	Xã Trung Sơn
Thanh Hóa	401	Thành phố Sầm Sơn	40105	4010513	Phường Quảng Vinh
Thanh Hóa	401	Thành phố Sầm Sơn	40105	4010521	Xã Quảng Minh
Thanh Hóa	401	Thành phố Sầm Sơn	40105	4010501	Phường Bắc Sơn
Thanh Hóa	401	Thành phố Sầm Sơn	40105	4010509	Phường Quảng Cư
Thanh Hóa	401	Thành phố Sầm Sơn	40105	4010507	Phường Quảng Tiến
Thanh Hóa	401	Thành phố Sầm Sơn	40105	4010517	Phường Quảng Châu
Thanh Hóa	401	Thành phố Sầm Sơn	40105	4010503	Phường Trường Sơn
Thanh Hóa	401	Thành phố Sầm Sơn	40105	4010505	Phường Trung Sơn
Thanh Hóa	401	Thành phố Sầm Sơn	40105	4010511	Xã Quảng Đại
Thanh Hóa	401	Thành phố Sầm Sơn	40105	4010515	Xã Quảng Hùng
Thanh Hóa	401	Thành phố Sầm Sơn	40105	4010519	Phường Quảng Thọ
Thanh Hóa	401	Huyện Vĩnh Lộc	40129	4012932	Xã Minh Tân
Thanh Hóa	401	Huyện Vĩnh Lộc	40129	4012917	Xã Vĩnh Minh
Thanh Hóa	401	Huyện Vĩnh Lộc	40129	4012903	Xã Vĩnh Thành
Thanh Hóa	401	Huyện Vĩnh Lộc	40129	4012925	Xã Vĩnh Tân
Thanh Hóa	401	Huyện Vĩnh Lộc	40129	4012931	Xã Vĩnh An
Thanh Hóa	401	Huyện Vĩnh Lộc	40129	4012929	Xã Vĩnh Thịnh
Thanh Hóa	401	Huyện Vĩnh Lộc	40129	4012905	Xã Vĩnh Quang
Thanh Hóa	401	Huyện Vĩnh Lộc	40129	4012921	Xã Vĩnh Hòa
Thanh Hóa	401	Huyện Vĩnh Lộc	40129	4012915	Xã Vĩnh Hưng
Thanh Hóa	401	Huyện Vĩnh Lộc	40129	4012933	Xã Ninh Khang
Thanh Hóa	401	Huyện Vĩnh Lộc	40129	4012909	Xã Vĩnh Tiến
Thanh Hóa	401	Huyện Vĩnh Lộc	40129	4012913	Xã Vĩnh Phúc
Thanh Hóa	401	Huyện Vĩnh Lộc	40129	4012907	Xã Vĩnh Yên
Thanh Hóa	401	Huyện Vĩnh Lộc	40129	4012901	Thị trấn Vĩnh Lộc
Thanh Hóa	401	Huyện Vĩnh Lộc	40129	4012923	Xã Vĩnh Hùng
Thanh Hóa	401	Huyện Vĩnh Lộc	40129	4012911	Xã Vĩnh Long
Thanh Hóa	401	Huyện Vĩnh Lộc	40129	4012927	Xã Vĩnh Ninh
Thanh Hóa	401	Huyện Vĩnh Lộc	40129	4012919	Xã Vĩnh Khang
Thanh Hóa	401	Huyện Bá Thước	40113	4011341	Xã Lâm Xa
Thanh Hóa	401	Huyện Bá Thước	40113	4011343	Xã Thiết Kế
Thanh Hóa	401	Huyện Bá Thước	40113	4011311	Xã Thành Sơn
Thanh Hóa	401	Huyện Bá Thước	40113	4011303	Xã Điền Thượng
Thanh Hóa	401	Huyện Bá Thước	40113	4011337	Xã Văn Nho
Thanh Hóa	401	Huyện Bá Thước	40113	4011321	Xã Lương Trung
Thanh Hóa	401	Huyện Bá Thước	40113	4011323	Xã Lũng Niêm
Thanh Hóa	401	Huyện Bá Thước	40113	4011325	Xã Lũng Cao
Thanh Hóa	401	Huyện Bá Thước	40113	4011309	Xã Điền Trung
Thanh Hóa	401	Huyện Bá Thước	40113	4011319	Xã Điền Lư
Thanh Hóa	401	Huyện Bá Thước	40113	4011333	Xã Ban Công
Thanh Hóa	401	Huyện Bá Thước	40113	4011307	Xã Điền Quang
Thanh Hóa	401	Huyện Bá Thước	40113	4011329	Xã Cổ Lũng
Thanh Hóa	401	Huyện Bá Thước	40113	4011317	Xã Lương Nội
Thanh Hóa	401	Huyện Bá Thước	40113	4011327	Xã Hạ Trung
Thanh Hóa	401	Huyện Bá Thước	40113	4011331	Xã Thành Lâm
Thanh Hóa	401	Huyện Bá Thước	40113	4011305	Xã Điền Hạ
Thanh Hóa	401	Huyện Bá Thước	40113	4011335	Xã Kỳ Tân
Thanh Hóa	401	Huyện Bá Thước	40113	4011339	Xã Thiết Ống
Thanh Hóa	401	Huyện Bá Thước	40113	4011301	Thị trấn Cành Nàng
Thanh Hóa	401	Huyện Bá Thước	40113	4011315	Xã Ái Thượng
Thanh Hóa	401	Huyện Bá Thước	40113	4011345	Xã Tân Lập
Thanh Hóa	401	Huyện Bá Thước	40113	4011313	Xã Lương Ngoại
Thanh Hóa	401	Huyện Thường Xuân	40123	4012313	Xã Vạn Xuân
Thanh Hóa	401	Huyện Thường Xuân	40123	4012339	Xã Tân Thành
Thanh Hóa	401	Huyện Thường Xuân	40123	4012329	Xã Xuân Cẩm
Thanh Hóa	401	Huyện Thường Xuân	40123	4012303	Xã Bát Mọt
Thanh Hóa	401	Huyện Thường Xuân	40123	4012325	Xã Xuân Thắng
Thanh Hóa	401	Huyện Thường Xuân	40123	4012327	Xã Xuân Lộc
Thanh Hóa	401	Huyện Thường Xuân	40123	4012317	Xã Lương Sơn
Thanh Hóa	401	Huyện Thường Xuân	40123	4012321	Xã Luận Thành
Thanh Hóa	401	Huyện Thường Xuân	40123	4012311	Xã Xuân Lẹ
Thanh Hóa	401	Huyện Thường Xuân	40123	4012335	Xã Ngọc Phụng
Thanh Hóa	401	Huyện Thường Xuân	40123	4012323	Xã Luận Khê
Thanh Hóa	401	Huyện Thường Xuân	40123	4012301	Thị trấn Thường Xuân
Thanh Hóa	401	Huyện Thường Xuân	40123	4012305	Xã Yên Nhân
Thanh Hóa	401	Huyện Thường Xuân	40123	4012337	Xã Xuân Chinh
Thanh Hóa	401	Huyện Thường Xuân	40123	4012333	Xã Thọ Thanh
Thanh Hóa	401	Huyện Thường Xuân	40123	4012319	Xã Xuân Cao
Thanh Hóa	401	Huyện Thường Xuân	40123	4012331	Xã Xuân Dương
Thanh Hóa	401	Huyện Hà Trung	40131	4013151	Xã Yên Dương
Thanh Hóa	401	Huyện Hà Trung	40131	4013150	Xã Yến Sơn
Thanh Hóa	401	Huyện Hà Trung	40131	4013152	Xã Lĩnh Toại
Thanh Hóa	401	Huyện Hà Trung	40131	4013153	Xã Hoạt Giang
Thanh Hóa	401	Huyện Hà Trung	40131	4013113	Xã Hà Thanh
Thanh Hóa	401	Huyện Hà Trung	40131	4013145	Xã Hà Toại
Thanh Hóa	401	Huyện Hà Trung	40131	4013125	Xã Hà Ninh
Thanh Hóa	401	Huyện Hà Trung	40131	4013117	Xã Hà Dương
Thanh Hóa	401	Huyện Hà Trung	40131	4013127	Xã Hà Lâm
Thanh Hóa	401	Huyện Hà Trung	40131	4013119	Xã Hà Phú
Thanh Hóa	401	Huyện Hà Trung	40131	4013109	Xã Hà Vân
Thanh Hóa	401	Huyện Hà Trung	40131	4013121	Xã Hà Phong
Thanh Hóa	401	Huyện Hà Trung	40131	4013135	Xã Hà Tân
Thanh Hóa	401	Huyện Hà Trung	40131	4013103	Xã Hà Long
Thanh Hóa	401	Huyện Hà Trung	40131	4013101	Thị trấn Hà Trung
Thanh Hóa	401	Huyện Hà Trung	40131	4013105	Xã Hà Vinh
Thanh Hóa	401	Huyện Hà Trung	40131	4013123	Xã Hà Ngọc
Thanh Hóa	401	Huyện Hà Trung	40131	4013143	Xã Hà Châu
Thanh Hóa	401	Huyện Hà Trung	40131	4013137	Xã Hà Tiến
Thanh Hóa	401	Huyện Hà Trung	40131	4013149	Xã Hà Hải
Thanh Hóa	401	Huyện Hà Trung	40131	4013131	Xã Hà Lĩnh
Thanh Hóa	401	Huyện Hà Trung	40131	4013111	Xã Hà Yên
Thanh Hóa	401	Huyện Hà Trung	40131	4013141	Xã Hà Lai
Thanh Hóa	401	Huyện Hà Trung	40131	4013133	Xã Hà Đông
Thanh Hóa	401	Huyện Hà Trung	40131	4013147	Xã Hà Thái
Thanh Hóa	401	Huyện Hà Trung	40131	4013139	Xã Hà Bình
Thanh Hóa	401	Huyện Hà Trung	40131	4013107	Xã Hà Bắc
Thanh Hóa	401	Huyện Hà Trung	40131	4013129	Xã Hà Sơn
Thanh Hóa	401	Huyện Hà Trung	40131	4013115	Xã Hà Giang
Thanh Hóa	401	Huyện Yên Định	40135	4013511	Xã Yên Giang
Thanh Hóa	401	Huyện Yên Định	40135	4013539	Xã Định Thành
Thanh Hóa	401	Huyện Yên Định	40135	4013521	Xã Yên Bái
Thanh Hóa	401	Huyện Yên Định	40135	4013551	Xã Định Tường
Thanh Hóa	401	Huyện Yên Định	40135	4013535	Xã Định Tăng
Thanh Hóa	401	Huyện Yên Định	40135	4013513	Thị trấn Quý Lộc
Thanh Hóa	401	Huyện Yên Định	40135	4013549	Xã Định Liên
Thanh Hóa	401	Huyện Yên Định	40135	4013517	Xã Yên Trung
